Date,State,Region,Category,Sub-Category,Sales,Quantity
11/4/2018,California,West,Cameras ,Sony,666.344,7
11/4/2018,California,West,Laptops,Lenovo,573.728,4
11/4/2018,California,West,Mobile Phones,iPhone,21.936,3
11/4/2018,California,West,Mobile Phones,Pixel,19.44,3
11/4/2018,California,West,Cameras ,Canon,447.968,4
9/8/2018,New York,East,Mobile Phones,Samsung,16.78,2
6/25/2019,California,West,Mobile Phones,LG,20.96,2
6/25/2019,California,West,Mobile Phones,iPhone,88.752,3
6/25/2019,California,West,Mobile Phones,OnePlus,304.23,3
7/26/2019,California,West,Mobile Phones,Motorola ,167.86,2
12/7/2017,Virginia,South,Laptops,Asus,82.38,6
12/29/2018,New Mexico,West,Cameras ,Sony,23.976,3
12/29/2018,New Mexico,West,Mobile Phones,OnePlus,33.29,1
2/14/2019,Ohio,East,Mobile Phones,iPhone,14.952,2
2/14/2019,Ohio,East,Cameras ,Sony,323.982,3
2/14/2019,Ohio,East,Mobile Phones,iPhone,2.286,2
2/14/2019,Ohio,East,Mobile Phones,LG,14.352,3
2/14/2019,Ohio,East,Cameras ,Nikon,71.976,3
1/25/2016,New Jersey,East,Mobile Phones,LG,9.21,3
1/25/2016,New Jersey,East,Mobile Phones,Pixel,18,5
4/1/2017,New York,East,Mobile Phones,Pixel,42.93,9
10/3/2017,Florida,South,Mobile Phones,Pixel,15.552,3
10/3/2017,Florida,South,Mobile Phones,Samsung,17.92,5
9/1/2017,Washington,West,Cameras ,Nikon,19.99,1
9/1/2017,Washington,West,Mobile Phones,iPhone,22.92,5
12/21/2019,Florida,South,Cameras ,Nikon,50.88,6
12/21/2019,Florida,South,Mobile Phones,Motorola ,27.312,2
12/20/2019,Arizona,West,Mobile Phones,Motorola ,7.92,1
12/20/2019,Arizona,West,Laptops,Asus,14.368,2
11/27/2019,California,West,Cameras ,Nikon,107.97,3
11/27/2019,California,West,Mobile Phones,Pixel,113.82,3
8/27/2017,Tennessee,South,Mobile Phones,Pixel,5.184,1
3/22/2018,Indiana,Central,Mobile Phones,LG,16.28,2
12/17/2017,Virginia,South,Mobile Phones,OnePlus,544.38,3
3/19/2017,California,West,Mobile Phones,iPhone,19.824,6
3/19/2017,California,West,Cameras ,Sony,657.504,6
3/19/2017,California,West,Cameras ,Nikon,99.54,2
3/19/2017,California,West,Cameras ,Nikon,199.96,4
9/18/2016,New York,East,Laptops,HP,631.782,2
9/18/2016,New York,East,Laptops,Asus,60.72,3
11/24/2017,Arizona,West,Mobile Phones,iPhone,20.724,2
11/24/2017,Arizona,West,Mobile Phones,OnePlus,415.872,8
4/11/2017,Ohio,East,Mobile Phones,OnePlus,16.768,2
4/11/2017,Ohio,East,Cameras ,Nikon,27.12,2
12/10/2017,California,West,Cameras ,Sony,95.84,4
12/10/2017,California,West,Mobile Phones,Pixel,12.96,2
11/24/2017,North Carolina,South,Mobile Phones,iPhone,19.008,8
12/4/2019,Tennessee,South,Mobile Phones,iPhone,1598.058,7
12/4/2019,Tennessee,South,Mobile Phones,LG,36.96,4
12/11/2017,Illinois,Central,Mobile Phones,Pixel,10.368,2
12/11/2017,Illinois,Central,Laptops,Asus,77.72,1
12/11/2017,Illinois,Central,Laptops,HP,520.464,2
5/21/2016,Rhode Island,East,Mobile Phones,Pixel,111.96,2
2/17/2017,Louisiana,South,Cameras ,Sony,29.16,3
5/20/2017,North Dakota,Central,Mobile Phones,LG,131.94,3
5/20/2017,North Dakota,Central,Mobile Phones,LG,25.92,4
5/20/2017,North Dakota,Central,Mobile Phones,OnePlus,704.76,4
5/20/2017,North Dakota,Central,Mobile Phones,Nokia,7.41,3
5/20/2017,North Dakota,Central,Mobile Phones,LG,21.5,10
9/11/2017,Illinois,Central,Mobile Phones,Nokia,10.528,4
9/11/2017,Illinois,Central,Mobile Phones,Pixel,20.544,6
11/5/2016,Indiana,Central,Mobile Phones,iPhone,104.9,5
11/5/2016,Indiana,Central,Mobile Phones,LG,39.68,2
11/5/2016,Indiana,Central,Mobile Phones,HTC,51.75,5
7/23/2017,Indiana,Central,Mobile Phones,LG,11.68,2
7/23/2017,Indiana,Central,Cameras ,Nikon,159.75,5
11/18/2016,Ohio,East,Mobile Phones,Samsung,103.968,6
4/25/2018,California,West,Laptops,Asus,303.25,5
4/25/2018,California,West,Mobile Phones,Samsung,270.72,3
4/25/2018,California,West,Laptops,HP,1487.04,5
11/30/2019,Kentucky,South,Mobile Phones,Motorola ,17.48,2
11/30/2019,Kentucky,South,Mobile Phones,Motorola ,71.88,2
10/25/2019,California,West,Mobile Phones,LG,60.45,3
10/25/2019,California,West,Laptops,Lenovo,253.176,3
7/20/2019,Illinois,Central,Mobile Phones,iPhone,2.88,5
7/20/2019,Illinois,Central,Laptops,Dell,384.944,4
7/20/2019,Illinois,Central,Cameras ,Sony,153.584,2
7/20/2019,Illinois,Central,Laptops,Dell,913.43,5
10/27/2016,California,West,Mobile Phones,Samsung,43.92,4
10/27/2016,California,West,Mobile Phones,iPhone,25.032,3
11/20/2017,New York,East,Mobile Phones,Pixel,46.76,7
11/20/2017,New York,East,Laptops,Dell,183.968,2
11/20/2017,New York,East,Cameras ,Sony,1259.97,3
11/20/2017,New York,East,Mobile Phones,LG,68.97,3
9/8/2016,Texas,Central,Mobile Phones,LG,70.368,2
9/8/2016,Texas,Central,Cameras ,Sony,59.96,5
7/20/2018,Ohio,East,Mobile Phones,OnePlus,25.984,1
7/20/2018,Ohio,East,Mobile Phones,iPhone,27.36,3
11/15/2016,California,West,Cameras ,Sony,361.376,2
7/7/2018,Pennsylvania,East,Laptops,HP,172.186,2
7/7/2018,Pennsylvania,East,Laptops,Asus,69.008,2
3/17/2016,Maryland,East,Mobile Phones,Motorola ,199.9,5
3/17/2016,Maryland,East,Mobile Phones,Samsung,901.95,3
3/17/2016,Maryland,East,Laptops,Asus,971.5,5
12/26/2016,Colorado,West,Mobile Phones,LG,11.328,2
9/2/2018,New York,East,Mobile Phones,LG,21.24,3
7/5/2019,Pennsylvania,East,Cameras ,Nikon,34.8,3
7/5/2019,Pennsylvania,East,Mobile Phones,OnePlus,38.976,3
11/20/2016,Indiana,Central,Mobile Phones,Pixel,9.08,2
11/20/2016,Indiana,Central,Mobile Phones,Pixel,314.55,3
11/20/2016,Indiana,Central,Mobile Phones,iPhone,4.91,1
5/6/2018,California,West,Mobile Phones,HTC,5.78,2
5/6/2018,California,West,Mobile Phones,LG,107.94,6
6/21/2018,New York,East,Mobile Phones,Pixel,19.65,3
6/21/2018,New York,East,Cameras ,Sony,617.97,3
6/21/2018,New York,East,Mobile Phones,Samsung,59.7,3
8/19/2017,Massachusetts,East,Mobile Phones,iPhone,387.99,1
11/29/2018,California,West,Cameras ,Sony,575.92,2
11/29/2018,California,West,Mobile Phones,Nokia,30.4,5
4/9/2017,Michigan,Central,Mobile Phones,iPhone,478.24,8
12/20/2018,Ohio,East,Laptops,Asus,190.848,3
12/17/2018,Ohio,East,Mobile Phones,iPhone,5.484,4
11/17/2019,Illinois,Central,Mobile Phones,Mi,40.92,5
3/4/2018,Florida,South,Mobile Phones,LG,15.552,3
5/18/2017,Georgia,South,Mobile Phones,Samsung,17.24,2
5/18/2017,Georgia,South,Laptops,Dell,302.94,3
5/18/2017,Georgia,South,Cameras ,Sony,34.75,5
5/18/2017,Georgia,South,Mobile Phones,iPhone,113.94,6
5/18/2017,Georgia,South,Cameras ,Sony,55.98,2
9/22/2017,New Mexico,West,Mobile Phones,Pixel,27.18,3
3/21/2017,Oklahoma,Central,Laptops,HP,1805.88,6
9/14/2017,New Jersey,East,Mobile Phones,LG,70.95,3
11/3/2016,Kentucky,South,Mobile Phones,Nokia,20,4
11/3/2016,Kentucky,South,Mobile Phones,LG,7.98,3
11/3/2016,Kentucky,South,Laptops,Asus,24.1,5
11/3/2016,Kentucky,South,Mobile Phones,LG,8.75,1
11/3/2016,Kentucky,South,Laptops,Lenovo,842.94,3
5/3/2016,Illinois,Central,Mobile Phones,iPhone,2.182,1
5/3/2016,Illinois,Central,Mobile Phones,LG,27.384,7
5/3/2016,Illinois,Central,Mobile Phones,Samsung,26.406,3
12/27/2016,Texas,Central,Mobile Phones,Pixel,10.368,2
12/27/2016,Texas,Central,Mobile Phones,Pixel,23.68,4
7/22/2016,Michigan,Central,Cameras ,Nikon,109.95,1
7/22/2016,Michigan,Central,Mobile Phones,OnePlus,965.85,5
7/22/2016,Michigan,Central,Mobile Phones,LG,29.2,5
7/22/2016,Michigan,Central,Mobile Phones,Pixel,32.4,5
11/16/2018,Indiana,Central,Mobile Phones,Motorola ,78.35,5
11/16/2018,Indiana,Central,Mobile Phones,Pixel,31.68,6
11/16/2018,Indiana,Central,Mobile Phones,iPhone,29.12,4
11/16/2018,Indiana,Central,Mobile Phones,OnePlus,169.45,5
6/19/2019,California,West,Laptops,Asus,12.56,2
6/19/2019,California,West,Mobile Phones,Pixel,6.48,1
6/19/2019,California,West,Mobile Phones,Motorola ,186.69,3
7/4/2016,California,West,Laptops,Asus,25.4,5
7/4/2016,California,West,Mobile Phones,Motorola ,43.96,2
7/4/2016,California,West,Laptops,Dell,1279.165,5
7/4/2016,California,West,Mobile Phones,OnePlus,27.92,4
9/3/2019,California,West,Laptops,HP,129.568,2
9/3/2019,California,West,Mobile Phones,iPhone,6.368,2
8/7/2017,California,West,Mobile Phones,Pixel,244.55,5
3/13/2017,Colorado,West,Mobile Phones,Mi,1332.496,2
9/28/2017,Colorado,West,Laptops,Asus,32.776,1
9/28/2017,Colorado,West,Mobile Phones,OnePlus,147.184,2
9/28/2017,Colorado,West,Cameras ,Nikon,54.384,2
9/28/2017,Colorado,West,Mobile Phones,iPhone,76.776,4
9/28/2017,Colorado,West,Mobile Phones,Pixel,14.352,3
9/28/2017,Colorado,West,Mobile Phones,Samsung,209.792,2
8/7/2019,Idaho,West,Mobile Phones,iPhone,3.304,1
11/24/2017,New York,East,Mobile Phones,LG,16.38,9
11/24/2017,New York,East,Mobile Phones,Motorola ,167.96,2
11/24/2017,New York,East,Laptops,Dell,321.568,2
11/24/2017,New York,East,Mobile Phones,Pixel,12.96,2
5/8/2017,Pennsylvania,East,Laptops,HP,128.058,3
9/29/2017,Ohio,East,Laptops,HP,63.686,1
9/29/2017,Ohio,East,Cameras ,Nikon,239.976,3
9/29/2017,Ohio,East,Laptops,Lenovo,344.22,2
9/29/2017,Ohio,East,Mobile Phones,Pixel,15.552,3
9/29/2017,Ohio,East,Laptops,Asus,21.248,4
9/29/2017,Ohio,East,Mobile Phones,Pixel,8.448,2
10/22/2017,Oklahoma,Central,Mobile Phones,OnePlus,333.09,3
10/22/2017,Oklahoma,Central,Laptops,Lenovo,248.98,2
3/24/2018,New York,East,Mobile Phones,Pixel,24.9,5
11/3/2016,California,West,Mobile Phones,Nokia,15.26,7
11/3/2016,California,West,Mobile Phones,Samsung,43.32,2
11/3/2016,California,West,Mobile Phones,iPhone,43.584,12
11/3/2016,California,West,Mobile Phones,Pixel,116.28,3
11/3/2016,California,West,Mobile Phones,iPhone,9.296,2
11/3/2016,California,West,Mobile Phones,Pixel,19.44,3
11/3/2016,California,West,Mobile Phones,Pixel,314.55,3
9/5/2019,Texas,Central,Mobile Phones,iPhone,16.27,5
9/5/2019,Texas,Central,Mobile Phones,Mi,69.12,9
9/5/2019,Texas,Central,Mobile Phones,iPhone,4.47,3
8/14/2017,California,West,Laptops,Lenovo,418.296,3
12/1/2018,Ohio,East,Cameras ,GoPro,659.988,2
12/1/2018,Ohio,East,Laptops,Asus,8.128,2
12/1/2018,Ohio,East,Mobile Phones,Pixel,36.288,7
12/1/2018,Ohio,East,Laptops,HP,909.72,6
6/18/2017,California,West,Laptops,Dell,917.9235,9
6/18/2017,California,West,Mobile Phones,Pixel,38.88,6
12/2/2017,Pennsylvania,East,Mobile Phones,iPhone,631.176,4
11/21/2018,California,West,Mobile Phones,Pixel,12.96,2
4/10/2016,California,West,Mobile Phones,Pixel,12.96,2
4/10/2016,California,West,Mobile Phones,iPhone,23.2,5
6/30/2018,Texas,Central,Mobile Phones,Pixel,25.92,5
6/30/2018,Texas,Central,Mobile Phones,Nokia,21.312,6
12/24/2018,California,West,Cameras ,Sony,173.656,7
12/24/2018,California,West,Mobile Phones,Samsung,361.96,2
12/24/2018,California,West,Cameras ,Nikon,62.85,3
12/24/2018,California,West,Cameras ,Sony,818.376,3
12/24/2018,California,West,Mobile Phones,OnePlus,20.34,1
12/24/2018,California,West,Laptops,Asus,23.99,1
5/23/2017,California,West,Laptops,Lenovo,171.288,3
11/10/2016,Missouri,Central,Laptops,Asus,37.3,2
11/10/2016,Missouri,Central,Mobile Phones,iPhone,81.96,2
10/2/2016,Arizona,West,Mobile Phones,iPhone,54.792,6
9/6/2016,Texas,Central,Mobile Phones,OnePlus,10.784,1
10/27/2016,Virginia,South,Laptops,HP,290.98,1
10/22/2017,Oklahoma,Central,Mobile Phones,LG,36.44,4
9/15/2016,Washington,West,Mobile Phones,Pixel,21.4,5
9/15/2016,Washington,West,Mobile Phones,iPhone,48.664,7
9/25/2016,California,West,Mobile Phones,LG,16.56,4
6/10/2017,Florida,South,Mobile Phones,OnePlus,1347.52,8
2/20/2018,Indiana,Central,Cameras ,Nikon,62.31,3
2/20/2018,Indiana,Central,Laptops,Asus,20.32,4
2/20/2017,Colorado,West,Mobile Phones,Nokia,9.432,3
11/2/2018,New York,East,Mobile Phones,HTC,34.86,7
11/2/2018,New York,East,Laptops,Asus,89.34,6
7/17/2017,New York,East,Cameras ,Sony,269.98,2
7/17/2017,New York,East,Mobile Phones,Pixel,99.9,5
7/17/2017,New York,East,Laptops,Asus,39.08,4
9/8/2017,Ohio,East,Cameras ,Nikon,116.832,4
11/14/2016,Texas,Central,Mobile Phones,iPhone,2.296,2
11/14/2016,New York,East,Laptops,HP,408.006,2
11/14/2016,New York,East,Mobile Phones,OnePlus,40.44,3
10/10/2018,California,West,Laptops,HP,122.352,3
10/10/2018,California,West,Mobile Phones,Motorola ,15.28,2
3/19/2019,California,West,Mobile Phones,Pixel,11.96,2
7/8/2017,Washington,West,Laptops,Asus,15.84,3
7/8/2017,Washington,West,Mobile Phones,iPhone,86.376,3
7/8/2017,Washington,West,Mobile Phones,LG,18.24,3
7/8/2017,Washington,West,Mobile Phones,LG,13.12,4
2/27/2019,Rhode Island,East,Cameras ,Sony,105.98,2
2/27/2019,Rhode Island,East,Laptops,Lenovo,493.92,7
6/16/2017,Illinois,Central,Mobile Phones,iPhone,5.936,7
3/30/2017,Oklahoma,Central,Mobile Phones,Motorola ,325.86,2
7/12/2019,Illinois,Central,Laptops,HP,383.607,9
7/12/2019,Illinois,Central,Cameras ,Sony,148.48,2
7/12/2019,Illinois,Central,Cameras ,Sony,537.544,7
7/12/2019,Illinois,Central,Mobile Phones,iPhone,1.928,2
7/12/2019,Illinois,Central,Mobile Phones,LG,6.912,3
7/12/2019,Illinois,Central,Laptops,Asus,7.76,1
7/12/2019,Illinois,Central,Cameras ,Sony,659.168,4
4/30/2017,Connecticut,East,Mobile Phones,HTC,5.76,2
7/13/2018,California,West,Laptops,Lenovo,351.216,3
12/27/2018,California,West,Laptops,HP,230.28,3
12/27/2018,California,West,Mobile Phones,Pixel,12.84,3
2/27/2016,Wisconsin,Central,Mobile Phones,iPhone,56.82,3
3/23/2019,South Carolina,South,Mobile Phones,Nokia,31.56,4
3/23/2019,South Carolina,South,Mobile Phones,OnePlus,27.92,4
10/21/2017,Arizona,West,Mobile Phones,iPhone,8.559,1
12/31/2018,Texas,Central,Mobile Phones,Motorola ,49.568,2
5/5/2018,Texas,Central,Laptops,HP,127.869,3
12/4/2019,California,West,Mobile Phones,Motorola ,271.44,3
12/4/2019,California,West,Cameras ,Sony,110.352,3
12/4/2019,California,West,Laptops,Asus,36.4,5
9/26/2017,Florida,South,Laptops,HP,419.136,4
12/9/2018,Arizona,West,Mobile Phones,OnePlus,100.704,6
12/3/2017,North Carolina,South,Mobile Phones,Samsung,45.216,3
12/3/2017,North Carolina,South,Mobile Phones,iPhone,28.782,6
12/3/2017,North Carolina,South,Mobile Phones,Pixel,24.448,4
11/8/2019,Texas,Central,Mobile Phones,iPhone,10.476,6
4/19/2018,California,West,Laptops,Asus,76.14,3
5/25/2019,Kansas,Central,Mobile Phones,LG,21.24,3
5/25/2019,Kansas,Central,Mobile Phones,iPhone,127.96,2
7/17/2017,California,West,Cameras ,GoPro,479.984,2
12/12/2016,Michigan,Central,Cameras ,Sony,657.93,7
12/12/2016,Michigan,Central,Laptops,Asus,33.48,4
12/12/2016,Michigan,Central,Mobile Phones,LG,13.9,5
12/12/2016,Michigan,Central,Mobile Phones,OnePlus,26.86,2
4/11/2018,Idaho,West,Mobile Phones,iPhone,9.584,1
6/9/2019,Virginia,South,Mobile Phones,iPhone,113.1,3
7/27/2018,New York,East,Mobile Phones,Pixel,65.78,11
7/31/2019,Mississippi,South,Cameras ,Nikon,239.7,6
9/19/2016,Pennsylvania,East,Laptops,Asus,25.632,3
6/10/2016,Pennsylvania,East,Mobile Phones,HTC,23.616,8
8/26/2016,California,West,Mobile Phones,LG,8.26,2
11/2/2017,California,West,Mobile Phones,Motorola ,76.58,7
11/2/2017,California,West,Mobile Phones,LG,8.8,5
11/2/2017,California,West,Mobile Phones,iPhone,590.352,6
11/2/2017,California,West,Mobile Phones,Nokia,5.58,3
11/2/2017,California,West,Laptops,Asus,25.02,3
11/2/2017,California,West,Mobile Phones,OnePlus,452.55,7
12/26/2016,California,West,Mobile Phones,Mi,17.76,2
12/26/2016,California,West,Cameras ,Sony,302.384,2
12/26/2016,California,West,Laptops,HP,146.352,3
12/26/2016,California,West,Mobile Phones,Samsung,7.9,2
12/26/2016,California,West,Laptops,Lenovo,902.712,3
12/26/2016,California,West,Mobile Phones,LG,53.97,3
12/5/2016,District of Columbia,East,Mobile Phones,LG,33.92,8
8/28/2017,Wisconsin,Central,Mobile Phones,Mi,21.81,3
8/28/2017,Wisconsin,Central,Mobile Phones,Samsung,91.6,5
7/16/2019,Maryland,East,Laptops,HP,150.98,1
7/16/2019,Maryland,East,Mobile Phones,Motorola ,137.25,9
7/16/2019,Maryland,East,Mobile Phones,Nokia,11.52,4
5/26/2019,North Carolina,South,Mobile Phones,Pixel,18.272,1
5/26/2019,North Carolina,South,Mobile Phones,Pixel,153.728,4
5/26/2019,North Carolina,South,Mobile Phones,Motorola ,12.224,2
5/26/2019,North Carolina,South,Cameras ,Nikon,167.944,7
5/28/2019,New York,East,Cameras ,Sony,45.99,1
5/28/2019,New York,East,Mobile Phones,OnePlus,535.41,3
5/28/2019,New York,East,Mobile Phones,iPhone,6.096,2
5/28/2019,New York,East,Mobile Phones,Pixel,45.36,7
11/9/2017,California,West,Laptops,Asus,47.12,8
1/24/2016,Mississippi,South,Mobile Phones,iPhone,31.36,4
12/31/2016,Florida,South,Mobile Phones,LG,47.616,3
12/31/2016,Florida,South,Mobile Phones,Pixel,23.48,5
9/5/2016,Texas,Central,Mobile Phones,Samsung,62.79,3
9/5/2016,Texas,Central,Mobile Phones,Nokia,28.44,9
9/4/2019,Texas,Central,Cameras ,Nikon,134.376,3
9/21/2019,Massachusetts,East,Cameras ,Sony,589.9,2
9/21/2019,Massachusetts,East,Laptops,HP,542.94,3
12/24/2017,California,West,Cameras ,GoPro,2879.952,6
12/24/2017,California,West,Mobile Phones,iPhone,90.48,3
10/5/2019,Delaware,East,Mobile Phones,OnePlus,77.55,5
9/9/2017,Tennessee,South,Mobile Phones,Mi,8.832,3
9/9/2017,Tennessee,South,Mobile Phones,Pixel,177.536,4
9/9/2017,Tennessee,South,Mobile Phones,OnePlus,258.48,2
9/9/2017,Tennessee,South,Laptops,Asus,14.136,3
11/13/2016,New York,East,Mobile Phones,OnePlus,77.55,5
11/13/2016,New York,East,Mobile Phones,OnePlus,24.88,2
11/13/2016,New York,East,Mobile Phones,LG,140.75,5
11/13/2016,New York,East,Mobile Phones,OnePlus,36.63,3
10/15/2019,Michigan,Central,Laptops,Asus,17.14,2
8/3/2017,California,West,Mobile Phones,HTC,51.75,5
8/3/2017,California,West,Laptops,Asus,123.96,3
8/21/2019,California,West,Laptops,Dell,586.398,6
8/21/2019,California,West,Mobile Phones,OnePlus,80.98,1
3/12/2017,California,West,Mobile Phones,OnePlus,242.94,3
4/27/2017,California,West,Mobile Phones,LG,123.92,4
4/27/2017,California,West,Mobile Phones,LG,12.39,3
4/27/2017,California,West,Mobile Phones,LG,47.3,2
9/11/2016,Virginia,South,Cameras ,GoPro,1599.92,8
9/11/2016,Virginia,South,Mobile Phones,Motorola ,11.09,1
10/22/2017,Colorado,West,Mobile Phones,iPhone,3.168,4
10/22/2017,Colorado,West,Laptops,HP,579.136,4
8/2/2019,Washington,West,Mobile Phones,iPhone,6.368,2
8/2/2019,Washington,West,Cameras ,Canon,558.4,2
8/12/2016,New York,East,Laptops,HP,145.764,2
5/30/2018,Virginia,South,Mobile Phones,Pixel,13.62,3
4/26/2016,New York,East,Laptops,HP,434.646,3
5/14/2017,Washington,West,Mobile Phones,Pixel,440.19,9
5/14/2017,Washington,West,Mobile Phones,Mi,64.4,5
4/8/2017,California,West,Mobile Phones,Pixel,244.55,5
4/8/2017,California,West,Mobile Phones,Pixel,195.76,4
2/17/2017,New Jersey,East,Mobile Phones,Pixel,11.76,2
2/17/2017,New Jersey,East,Mobile Phones,OnePlus,166.45,5
6/24/2017,California,West,Mobile Phones,Nokia,2.88,1
5/5/2018,Illinois,Central,Mobile Phones,OnePlus,45.248,2
5/3/2019,Pennsylvania,East,Mobile Phones,LG,59.904,2
5/3/2019,Pennsylvania,East,Mobile Phones,Samsung,23.696,2
5/3/2019,Pennsylvania,East,Mobile Phones,Pixel,7.968,2
5/3/2019,Pennsylvania,East,Mobile Phones,Samsung,18.2,7
5/3/2019,Pennsylvania,East,Cameras ,Nikon,27.552,3
5/3/2019,Pennsylvania,East,Laptops,HP,844.116,6
5/3/2019,Pennsylvania,East,Mobile Phones,OnePlus,76.752,3
9/18/2016,Florida,South,Mobile Phones,HTC,3,1
9/22/2016,Florida,South,Mobile Phones,iPhone,7.506,9
9/22/2016,Florida,South,Mobile Phones,HTC,16.56,2
1/10/2016,Washington,West,Laptops,Asus,79.92,4
1/10/2016,Washington,West,Cameras ,Nikon,69.98,2
5/6/2017,Texas,Central,Mobile Phones,iPhone,11.06,10
5/6/2017,Texas,Central,Laptops,Dell,623.4648,7
5/6/2017,Texas,Central,Mobile Phones,OnePlus,772.68,5
7/31/2016,Michigan,Central,Mobile Phones,Samsung,283.14,4
7/31/2016,Michigan,Central,Cameras ,Sony,635.96,4
7/31/2016,Michigan,Central,Cameras ,Sony,118.99,1
7/31/2016,Michigan,Central,Laptops,Asus,272.94,3
3/27/2017,Pennsylvania,East,Laptops,Asus,15.008,2
3/14/2018,Utah,West,Mobile Phones,iPhone,33.088,4
3/14/2018,Utah,West,Mobile Phones,OnePlus,80.98,1
3/14/2018,Utah,West,Cameras ,Nikon,82.8,12
3/14/2018,Utah,West,Mobile Phones,OnePlus,21.36,2
3/14/2018,Utah,West,Mobile Phones,iPhone,62.048,2
7/14/2016,New York,East,Mobile Phones,Nokia,29.61,9
12/1/2016,North Carolina,South,Cameras ,Sony,863.928,9
8/29/2016,Pennsylvania,East,Laptops,Lenovo,241.92,4
8/29/2016,Pennsylvania,East,Laptops,Dell,163.88,4
8/29/2016,Pennsylvania,East,Mobile Phones,iPhone,3.486,2
8/29/2016,Pennsylvania,East,Mobile Phones,Nokia,10.584,7
6/24/2016,Indiana,Central,Cameras ,Sony,440.91,9
3/30/2017,Pennsylvania,East,Mobile Phones,iPhone,5.715,5
12/20/2018,Arizona,West,Laptops,Asus,51.968,2
12/20/2018,Arizona,West,Cameras ,Nikon,71.976,3
12/20/2018,Arizona,West,Laptops,HP,242.352,3
12/20/2018,Arizona,West,Mobile Phones,Pixel,221.92,5
12/20/2018,Arizona,West,Mobile Phones,Pixel,8.448,2
12/17/2019,Michigan,Central,Mobile Phones,iPhone,29.52,4
12/17/2019,Michigan,Central,Laptops,HP,302.94,3
12/17/2019,Michigan,Central,Laptops,HP,142.36,2
12/17/2019,Michigan,Central,Laptops,HP,546.66,9
12/17/2019,Michigan,Central,Laptops,Asus,212.13,3
5/11/2017,Texas,Central,Mobile Phones,LG,5.248,2
5/11/2017,Texas,Central,Mobile Phones,OnePlus,74.416,2
5/11/2017,Texas,Central,Mobile Phones,Pixel,6.848,2
5/11/2017,Texas,Central,Laptops,Asus,7.996,1
6/24/2016,Texas,Central,Mobile Phones,Samsung,8.712,2
5/17/2016,Connecticut,East,Mobile Phones,Mi,65.17,7
5/17/2016,Connecticut,East,Mobile Phones,HTC,14.62,2
5/17/2016,Connecticut,East,Laptops,Asus,173.24,4
6/29/2017,California,West,Mobile Phones,iPhone,895.92,5
6/29/2017,California,West,Mobile Phones,OnePlus,130.71,3
6/29/2017,California,West,Mobile Phones,LG,11.68,2
6/29/2017,California,West,Cameras ,Nikon,62.31,3
3/31/2018,Pennsylvania,East,Mobile Phones,iPhone,0.852,1
12/16/2018,Texas,Central,Mobile Phones,Pixel,36.288,7
12/16/2018,Texas,Central,Laptops,Asus,56.568,2
5/18/2017,Oregon,West,Cameras ,Sony,344.704,2
5/12/2019,Colorado,West,Cameras ,Sony,201.584,2
12/3/2017,Washington,West,Laptops,Lenovo,521.96,2
12/12/2019,Maryland,East,Mobile Phones,LG,8.22,3
10/10/2019,California,West,Mobile Phones,Pixel,45.36,7
4/18/2019,California,West,Mobile Phones,OnePlus,947.17,7
4/18/2019,California,West,Mobile Phones,Pixel,61.96,2
6/7/2018,Illinois,Central,Laptops,Lenovo,268.935,3
9/1/2017,Washington,West,Mobile Phones,LG,7.58,1
5/22/2016,Georgia,South,Mobile Phones,HTC,14.73,3
11/11/2016,Florida,South,Mobile Phones,iPhone,9.888,2
11/11/2016,Florida,South,Mobile Phones,Samsung,671.544,3
11/25/2018,New York,East,Mobile Phones,OnePlus,1117.92,4
11/25/2018,New York,East,Laptops,Dell,275.952,3
11/7/2018,California,West,Mobile Phones,iPhone,123.144,7
7/18/2016,Texas,Central,Cameras ,Nikon,15.576,3
3/29/2019,California,West,Mobile Phones,Pixel,212.64,6
3/29/2019,California,West,Mobile Phones,Pixel,9.87,3
3/29/2019,California,West,Cameras ,Nikon,53.25,3
3/29/2019,California,West,Laptops,Asus,19.92,3
4/7/2016,New York,East,Laptops,HP,658.746,3
6/13/2019,Maine,East,Mobile Phones,iPhone,8.26,2
6/13/2019,Maine,East,Mobile Phones,iPhone,29.84,2
6/13/2019,Maine,East,Cameras ,Nikon,67.98,2
2/18/2019,California,West,Mobile Phones,HTC,61.06,2
2/18/2019,California,West,Laptops,Lenovo,35.544,1
11/12/2017,Washington,West,Mobile Phones,HTC,9.96,2
11/12/2017,Washington,West,Mobile Phones,LG,9.21,3
11/12/2017,Washington,West,Mobile Phones,Mi,27.93,3
3/5/2017,Minnesota,Central,Mobile Phones,Nokia,7.9,2
3/5/2017,Minnesota,Central,Mobile Phones,OnePlus,221.16,4
3/5/2017,Minnesota,Central,Mobile Phones,iPhone,127.96,2
3/5/2017,Minnesota,Central,Mobile Phones,iPhone,18.69,3
3/3/2016,California,West,Mobile Phones,Mi,25.35,3
3/3/2016,California,West,Laptops,Asus,35.28,3
12/24/2016,Washington,West,Mobile Phones,Pixel,33.4,5
10/7/2016,Washington,West,Cameras ,Canon,837.6,3
12/9/2016,Tennessee,South,Cameras ,Sony,40.68,3
11/20/2017,Tennessee,South,Laptops,HP,209.568,2
12/12/2019,Texas,Central,Cameras ,Nikon,22.368,4
2/3/2017,Florida,South,Mobile Phones,iPhone,3.882,2
2/3/2017,Florida,South,Mobile Phones,Pixel,115.296,3
