Date,State,Region,Category,Sales,Quantity
4/1/2017,Florida,South,Mobile Phones,20.808,3
4/1/2017,Florida,South,Laptops,218.352,3
1/26/2017,Texas,Central,Mobile Phones,18.16,2
11/28/2018,California,West,Mobile Phones,7.36,2
11/28/2018,California,West,Mobile Phones,41.4,4
11/28/2018,California,West,Laptops,411.332,4
9/4/2019,Pennsylvania,East,Mobile Phones,7.656,4
6/12/2017,Ohio,East,Cameras ,63.92,2
7/15/2017,New York,East,Mobile Phones,6.56,2
7/15/2017,New York,East,Mobile Phones,7.83,3
7/15/2017,New York,East,Cameras ,41.9,2
7/15/2017,New York,East,Laptops,664.146,6
7/15/2017,New York,East,Mobile Phones,8.96,2
11/2/2017,Pennsylvania,East,Laptops,3.312,1
11/2/2017,Pennsylvania,East,Mobile Phones,20.136,3
11/2/2017,Pennsylvania,East,Mobile Phones,8.856,3
11/2/2017,Pennsylvania,East,Cameras ,859.2,4
10/8/2016,California,West,Mobile Phones,61.96,2
4/8/2016,Georgia,South,Mobile Phones,17.92,4
10/8/2019,California,West,Laptops,145.9,5
5/15/2017,Illinois,Central,Mobile Phones,56.704,2
5/15/2017,Illinois,Central,Cameras ,11.12,2
2/24/2018,Oregon,West,Mobile Phones,32.896,4
2/24/2018,Oregon,West,Mobile Phones,22.776,3
5/30/2019,New York,East,Cameras ,239.97,3
5/30/2019,New York,East,Mobile Phones,160.32,2
5/30/2019,New York,East,Cameras ,128.85,3
11/18/2016,Alabama,South,Cameras ,1319.96,4
12/4/2017,Pennsylvania,East,Laptops,239.96,10
12/4/2017,Pennsylvania,East,Laptops,54.768,2
12/4/2017,Pennsylvania,East,Mobile Phones,13.392,3
12/4/2017,Pennsylvania,East,Mobile Phones,23.92,5
12/4/2017,Pennsylvania,East,Cameras ,255.968,4
6/5/2016,California,West,Mobile Phones,21.552,6
6/5/2016,California,West,Mobile Phones,58.24,4
12/10/2016,California,West,Mobile Phones,80.28,12
4/30/2017,California,West,Mobile Phones,9.78,2
4/24/2017,California,West,Mobile Phones,1.81,1
5/8/2019,New York,East,Mobile Phones,37.94,2
3/31/2019,Florida,South,Cameras ,79.96,5
8/6/2017,Texas,Central,Mobile Phones,115.296,3
12/2/2017,Nebraska,Central,Cameras ,2479.96,4
6/6/2016,Arkansas,South,Cameras ,179.94,6
6/6/2016,Arkansas,South,Cameras ,26.85,3
6/6/2016,Arkansas,South,Cameras ,323.37,3
6/6/2016,Arkansas,South,Mobile Phones,59.94,3
6/6/2016,Arkansas,South,Mobile Phones,64.14,3
6/6/2016,Arkansas,South,Mobile Phones,11.67,3
6/6/2016,Arkansas,South,Mobile Phones,12.96,2
4/13/2019,Nebraska,Central,Mobile Phones,17.43,3
5/22/2017,Illinois,Central,Laptops,181.986,2
5/22/2017,Illinois,Central,Mobile Phones,1.592,2
5/22/2017,Illinois,Central,Mobile Phones,22.344,3
12/19/2016,Arizona,West,Laptops,455.97,6
12/19/2016,Arizona,West,Mobile Phones,10.44,6
12/19/2016,Arizona,West,Mobile Phones,5.214,2
9/22/2017,New Hampshire,East,Mobile Phones,67.4,5
9/7/2017,Utah,West,Laptops,25.16,2
9/7/2017,Utah,West,Cameras ,126.56,4
11/28/2018,California,West,Mobile Phones,43.68,3
11/28/2018,California,West,Cameras ,139.93,7
11/12/2018,Texas,Central,Mobile Phones,2.672,1
11/12/2018,Texas,Central,Mobile Phones,16.656,6
11/12/2018,Texas,Central,Cameras ,79.512,3
11/12/2018,Texas,Central,Mobile Phones,36.288,7
11/12/2018,Texas,Central,Laptops,67.9932,1
10/2/2017,Alabama,South,Laptops,10.16,2
12/14/2019,Mississippi,South,Laptops,6.16,2
12/14/2019,Mississippi,South,Mobile Phones,56.3,2
12/6/2019,Nevada,West,Mobile Phones,6.48,1
12/6/2019,Nevada,West,Mobile Phones,1325.85,5
12/6/2019,Nevada,West,Mobile Phones,14.94,3
3/31/2017,Georgia,South,Mobile Phones,34.54,1
3/31/2017,Georgia,South,Cameras ,2999.95,5
3/31/2017,Georgia,South,Mobile Phones,64.12,4
3/13/2017,Illinois,Central,Mobile Phones,19.456,4
3/13/2017,Illinois,Central,Cameras ,209.986,2
3/13/2017,Illinois,Central,Mobile Phones,29.76,5
3/13/2017,Illinois,Central,Laptops,89.768,1
3/13/2017,Illinois,Central,Cameras ,959.984,2
3/13/2017,Illinois,Central,Mobile Phones,15.552,3
3/13/2017,Illinois,Central,Cameras ,34.36,1
12/5/2018,Ohio,East,Mobile Phones,98.376,3
12/5/2018,Ohio,East,Mobile Phones,29.94,4
12/5/2018,Ohio,East,Mobile Phones,17.472,3
12/5/2018,Ohio,East,Cameras ,36.738,1
12/5/2018,Ohio,East,Cameras ,179.94,2
12/12/2016,California,West,Laptops,383.64,6
12/12/2016,California,West,Mobile Phones,56.52,3
9/9/2017,California,West,Mobile Phones,6.56,2
9/9/2017,California,West,Laptops,243.92,5
9/9/2017,California,West,Mobile Phones,47.52,9
10/4/2017,Maryland,East,Laptops,19.98,1
5/9/2016,New York,East,Mobile Phones,8,5
12/15/2018,California,West,Laptops,6.16,2
11/30/2017,New York,East,Mobile Phones,83.56,4
11/30/2017,New York,East,Cameras ,546.06,3
11/30/2017,New York,East,Mobile Phones,269.49,3
3/19/2019,California,West,Mobile Phones,10.9,5
7/19/2018,Montana,West,Mobile Phones,6.096,2
12/8/2016,California,West,Mobile Phones,34.05,3
12/8/2016,California,West,Mobile Phones,352.38,2
10/13/2018,New Jersey,East,Laptops,245.98,2
10/13/2018,New Jersey,East,Mobile Phones,18.94,1
11/19/2017,Ohio,East,Mobile Phones,59.913,7
9/24/2017,Massachusetts,East,Cameras ,391.98,2
9/24/2017,Massachusetts,East,Cameras ,437.85,3
9/25/2019,New Hampshire,East,Mobile Phones,68.62,2
2/13/2017,Maryland,East,Mobile Phones,25.02,3
2/13/2017,Maryland,East,Mobile Phones,10.71,3
10/3/2018,Ohio,East,Mobile Phones,55.984,2
10/3/2018,Ohio,East,Mobile Phones,14.48,5
10/3/2018,Ohio,East,Cameras ,142.488,3
8/27/2016,Texas,Central,Mobile Phones,14.16,1
8/27/2016,Texas,Central,Mobile Phones,79.92,5
12/3/2019,New York,East,Mobile Phones,590.352,6
9/20/2016,North Carolina,South,Laptops,17.088,2
9/20/2016,North Carolina,South,Laptops,98.392,1
3/25/2017,New York,East,Mobile Phones,11.05,5
12/6/2019,California,West,Mobile Phones,7.78,2
8/31/2017,Louisiana,South,Cameras ,659.9,2
10/5/2019,Ohio,East,Cameras ,53.04,3
8/18/2017,Washington,West,Cameras ,843.9,2
8/18/2017,Washington,West,Cameras ,1496.16,9
2/2/2016,New York,East,Mobile Phones,117.96,2
8/23/2016,New York,East,Mobile Phones,21.3,5
8/23/2016,New York,East,Mobile Phones,1040.8,5
8/23/2016,New York,East,Mobile Phones,29.34,6
6/30/2017,Tennessee,South,Laptops,19.52,2
9/18/2019,California,West,Mobile Phones,443.92,4
9/25/2016,Wisconsin,Central,Cameras ,499.95,5
9/25/2016,Wisconsin,Central,Mobile Phones,3.04,1
9/25/2016,Wisconsin,Central,Laptops,201.96,2
9/25/2016,Wisconsin,Central,Laptops,68.64,11
10/24/2016,California,West,Cameras ,100,4
10/24/2016,California,West,Cameras ,359.98,2
9/29/2018,Washington,West,Laptops,6.16,2
9/29/2018,Washington,West,Laptops,2348.82,9
6/26/2017,Florida,South,Mobile Phones,13.872,6
6/26/2017,Florida,South,Laptops,273.552,3
8/21/2016,Pennsylvania,East,Laptops,815.292,9
2/11/2018,Virginia,South,Cameras ,234.45,3
2/11/2018,Virginia,South,Laptops,1256.22,6
2/11/2018,Virginia,South,Mobile Phones,17.46,2
9/23/2016,New York,East,Mobile Phones,10.528,7
12/5/2019,Michigan,Central,Mobile Phones,152.8,5
9/3/2017,California,West,Mobile Phones,82.56,5
9/3/2017,California,West,Cameras ,284.97,3
3/26/2017,Michigan,Central,Laptops,60.84,3
12/21/2018,California,West,Laptops,1325.76,6
12/21/2018,California,West,Laptops,572.16,3
9/23/2018,Ohio,East,Mobile Phones,28.8,9
4/2/2017,Connecticut,East,Mobile Phones,11.12,4
4/1/2016,Georgia,South,Laptops,7.04,4
5/15/2019,Georgia,South,Mobile Phones,17.94,3
3/23/2017,Washington,West,Mobile Phones,34.76,5
4/14/2017,New Jersey,East,Laptops,74.45,5
1/4/2019,Virginia,South,Laptops,192.22,14
11/2/2017,Utah,West,Mobile Phones,19.44,3
7/17/2017,California,West,Mobile Phones,32.4,5
7/17/2017,California,West,Mobile Phones,57.9,5
7/17/2017,California,West,Mobile Phones,10.56,2
7/17/2017,California,West,Laptops,1194.165,5
10/6/2017,New York,East,Mobile Phones,40.99,1
11/4/2018,California,West,Mobile Phones,2.94,1
12/18/2016,Oregon,West,Mobile Phones,45.24,4
12/18/2016,Oregon,West,Mobile Phones,18.688,4
12/18/2016,Oregon,West,Mobile Phones,11.648,2
12/18/2016,Oregon,West,Cameras ,112.776,3
12/18/2016,Oregon,West,Laptops,377.45,5
12/18/2016,Oregon,West,Mobile Phones,15.936,4
12/18/2016,Oregon,West,Cameras ,28.68,3
9/24/2016,Colorado,West,Laptops,21.44,2
9/24/2016,Colorado,West,Mobile Phones,511.056,9
7/21/2016,Ohio,East,Mobile Phones,18.656,2
7/21/2016,Ohio,East,Mobile Phones,11.088,7
7/21/2016,Ohio,East,Mobile Phones,66.688,1
7/21/2016,Ohio,East,Mobile Phones,99.488,2
6/11/2016,Washington,West,Mobile Phones,14.62,2
6/11/2016,Washington,West,Mobile Phones,53.984,14
6/11/2016,Washington,West,Cameras ,389.97,3
6/9/2019,Idaho,West,Laptops,355.36,4
6/9/2019,Idaho,West,Cameras ,140.376,3
10/27/2017,Texas,Central,Mobile Phones,15.84,2
10/27/2017,Texas,Central,Mobile Phones,8.448,2
1/22/2016,Washington,West,Mobile Phones,12.96,2
5/28/2018,Washington,West,Cameras ,57.408,6
5/28/2018,Washington,West,Cameras ,27.6,4
12/29/2018,Illinois,Central,Laptops,38.976,3
7/28/2016,Michigan,Central,Mobile Phones,20.44,7
7/28/2016,Michigan,Central,Mobile Phones,109.92,2
9/24/2016,Oklahoma,Central,Mobile Phones,6.38,1
9/24/2016,Oklahoma,Central,Mobile Phones,6.48,1
4/2/2018,Georgia,South,Mobile Phones,15.84,3
4/2/2018,Georgia,South,Cameras ,1049.93,7
4/2/2018,Georgia,South,Mobile Phones,154.9,5
11/5/2019,Washington,West,Mobile Phones,98.352,3
7/28/2018,Florida,South,Mobile Phones,14.32,5
7/28/2018,Florida,South,Laptops,129.888,6
7/28/2018,Florida,South,Mobile Phones,48.944,7
12/26/2019,Texas,Central,Laptops,275.058,3
12/10/2019,Maryland,East,Mobile Phones,27.36,9
12/10/2019,Maryland,East,Mobile Phones,44.75,5
12/10/2019,Maryland,East,Cameras ,134.99,1
12/10/2019,Maryland,East,Mobile Phones,26.4,5
12/10/2019,Maryland,East,Laptops,542.94,3
5/5/2016,California,West,Laptops,71.088,2
10/14/2017,Illinois,Central,Mobile Phones,27.396,9
10/14/2017,Illinois,Central,Mobile Phones,13.456,1
11/5/2016,Texas,Central,Mobile Phones,11.84,1
11/3/2017,California,West,Mobile Phones,35.88,6
11/24/2016,Ohio,East,Mobile Phones,40.752,3
11/24/2016,Ohio,East,Cameras ,139.96,5
12/14/2018,Ohio,East,Mobile Phones,2.624,1
12/14/2018,Ohio,East,Laptops,136.53,1
12/14/2018,Ohio,East,Cameras ,263.96,1
11/3/2018,Connecticut,East,Mobile Phones,11.64,3
9/22/2017,New York,East,Mobile Phones,40.176,3
5/8/2019,New York,East,Laptops,79.44,3
5/8/2019,New York,East,Mobile Phones,357.93,3
5/8/2019,New York,East,Laptops,127.764,2
5/8/2019,New York,East,Cameras ,2799.944,7
5/8/2019,New York,East,Mobile Phones,19.44,3
7/31/2017,Illinois,Central,Cameras ,36.792,1
3/1/2018,New York,East,Cameras ,5.94,3
9/25/2017,Virginia,South,Mobile Phones,177.55,5
10/9/2019,Michigan,Central,Cameras ,619.95,5
10/9/2019,Michigan,Central,Cameras ,29.16,3
10/9/2019,Michigan,Central,Mobile Phones,57.96,7
10/9/2019,Michigan,Central,Mobile Phones,29.403,3
3/29/2017,Indiana,Central,Mobile Phones,81.4,5
11/14/2019,Oregon,West,Mobile Phones,8.72,5
11/14/2019,Oregon,West,Cameras ,91.176,3
11/14/2019,Oregon,West,Cameras ,159.968,4
9/26/2016,California,West,Mobile Phones,12.96,2
9/22/2018,Illinois,Central,Mobile Phones,331.536,3
9/25/2019,New York,East,Cameras ,899.91,9
5/4/2019,Texas,Central,Cameras ,946.344,7
12/8/2017,Wisconsin,Central,Cameras ,178.11,3
12/8/2017,Wisconsin,Central,Mobile Phones,1089.75,3
12/8/2017,Wisconsin,Central,Mobile Phones,61.06,2
12/8/2017,Wisconsin,Central,Laptops,459.92,4
12/8/2017,Wisconsin,Central,Mobile Phones,27.52,4
6/29/2017,Connecticut,East,Laptops,638.82,9
6/29/2017,Connecticut,East,Mobile Phones,30.69,3
6/29/2017,Connecticut,East,Laptops,25.16,2
6/29/2018,New York,East,Mobile Phones,13.92,3
1/20/2018,California,West,Mobile Phones,19.36,2
1/20/2018,California,West,Laptops,19.3,2
12/31/2016,California,West,Mobile Phones,38.376,3
3/28/2017,California,West,Mobile Phones,12.96,2
3/28/2017,California,West,Laptops,26.48,1
3/28/2017,California,West,Cameras ,532.72,2
3/28/2017,California,West,Mobile Phones,26.72,4
3/28/2017,California,West,Mobile Phones,20.04,3
3/28/2017,California,West,Mobile Phones,795.48,7
3/28/2017,California,West,Laptops,21.56,7
12/8/2016,North Carolina,South,Cameras ,249.584,2
12/8/2016,North Carolina,South,Cameras ,68.112,3
12/8/2016,North Carolina,South,Cameras ,16.56,3
11/18/2017,New York,East,Cameras ,74.95,5
5/30/2018,Illinois,Central,Laptops,355.455,3
1/22/2016,California,West,Mobile Phones,44.4,3
1/22/2016,California,West,Mobile Phones,20.65,5
2/3/2016,Kentucky,South,Laptops,866.4,4
3/29/2019,Virginia,South,Mobile Phones,5.56,2
10/14/2018,Texas,Central,Mobile Phones,3.16,4
10/14/2018,Texas,Central,Cameras ,1999.96,5
8/11/2019,North Carolina,South,Laptops,46.152,3
11/22/2019,Florida,South,Cameras ,32.985,3
12/30/2016,California,West,Mobile Phones,481.32,4
12/30/2016,California,West,Mobile Phones,6.384,1
8/12/2017,California,West,Mobile Phones,542.94,3
8/12/2017,California,West,Laptops,54.92,4
11/3/2019,New York,East,Laptops,1448.82,10
9/10/2019,Washington,West,Mobile Phones,353.88,6
11/8/2018,California,West,Cameras ,333.576,3
10/8/2016,Texas,Central,Mobile Phones,60.144,6
9/8/2017,Texas,Central,Cameras ,85.2,6
2/25/2019,Massachusetts,East,Mobile Phones,3.15,1
2/25/2019,Massachusetts,East,Mobile Phones,22.72,4
9/24/2019,California,West,Laptops,14.91,3
9/24/2019,California,West,Mobile Phones,1158.12,4
11/26/2019,Missouri,Central,Cameras ,599.99,1
8/31/2016,Texas,Central,Mobile Phones,23.968,2
4/12/2016,California,West,Laptops,638.288,7
4/12/2016,California,West,Mobile Phones,13.208,1
12/4/2016,New York,East,Mobile Phones,15.528,3
12/4/2016,California,West,Mobile Phones,104.85,1
11/11/2018,California,West,Mobile Phones,30.48,3
11/11/2018,California,West,Laptops,112.648,1
4/2/2019,California,West,Cameras ,71.976,3
12/12/2019,California,West,Mobile Phones,2.21,1
12/12/2019,California,West,Mobile Phones,15.52,4
12/12/2019,California,West,Mobile Phones,36.44,4
10/2/2017,Oregon,West,Laptops,217.764,6
10/2/2017,Oregon,West,Mobile Phones,39.072,6
10/2/2017,Oregon,West,Mobile Phones,22.638,7
10/2/2017,Oregon,West,Mobile Phones,95.144,7
4/10/2017,Florida,South,Laptops,12.32,5
4/10/2017,Florida,South,Mobile Phones,4.419,3
9/29/2017,California,West,Mobile Phones,35,7
9/29/2017,California,West,Laptops,72.784,1
9/29/2017,California,West,Mobile Phones,97.84,2
9/29/2017,California,West,Laptops,51.75,1
9/29/2017,California,West,Mobile Phones,46.672,2
9/29/2018,New York,East,Mobile Phones,1395.54,9
9/29/2018,New York,East,Laptops,117.36,4
9/29/2018,New York,East,Mobile Phones,18.9,3
9/29/2018,New York,East,Mobile Phones,77.52,2
8/20/2018,Illinois,Central,Laptops,421.372,2
7/11/2018,Texas,Central,Cameras ,575.968,4
7/11/2018,Texas,Central,Mobile Phones,10.368,2
3/22/2019,California,West,Cameras ,15.984,2
5/12/2017,Ohio,East,Mobile Phones,10.272,3
11/13/2017,Texas,Central,Mobile Phones,61.792,4
11/13/2017,Texas,Central,Laptops,205.9992,3
9/4/2016,Tennessee,South,Mobile Phones,12.192,3
9/4/2016,Tennessee,South,Mobile Phones,87.168,2
9/4/2016,Tennessee,South,Mobile Phones,31.744,2
2/6/2016,Tennessee,South,Laptops,132.224,4
3/22/2019,California,West,Mobile Phones,105.52,4
3/22/2019,California,West,Laptops,91.96,2
3/22/2019,California,West,Cameras ,1487.976,3
7/2/2019,New York,East,Mobile Phones,19.44,3
6/15/2019,Florida,South,Cameras ,11.672,1
11/26/2018,New York,East,Cameras ,279.96,4
11/26/2018,New York,East,Mobile Phones,12.912,3
11/26/2018,New York,East,Mobile Phones,17.088,4
11/26/2018,New York,East,Mobile Phones,93.15,9
11/26/2018,New York,East,Mobile Phones,11.52,4
5/12/2017,California,West,Mobile Phones,238.62,2
5/12/2017,California,West,Mobile Phones,7.77,1
5/12/2017,California,West,Laptops,285.48,5
5/12/2017,California,West,Mobile Phones,19.168,4
5/2/2018,Ohio,East,Mobile Phones,26.136,3
9/3/2017,New York,East,Mobile Phones,419.4,4
9/3/2017,New York,East,Laptops,90.801,1
9/3/2017,New York,East,Laptops,181.764,2
9/3/2017,New York,East,Mobile Phones,5.56,2
12/3/2016,Indiana,Central,Laptops,581.96,2
12/3/2016,Indiana,Central,Laptops,29.98,1
7/18/2019,California,West,Cameras ,519.96,4
7/21/2016,North Carolina,South,Mobile Phones,6.264,3
7/21/2016,North Carolina,South,Laptops,363.92,5
6/9/2019,Florida,South,Mobile Phones,64.2,5
6/9/2019,Florida,South,Mobile Phones,38.52,3
6/9/2019,Florida,South,Cameras ,72.6,5
11/27/2017,California,West,Cameras ,57.568,4
3/27/2019,Washington,West,Mobile Phones,83.7,5
9/22/2019,Virginia,South,Mobile Phones,32.4,5
9/22/2019,Virginia,South,Laptops,47.98,2
11/17/2019,California,West,Cameras ,415.968,4
11/17/2019,California,West,Mobile Phones,304.9,5
11/17/2019,California,West,Laptops,80.96,4
11/17/2019,California,West,Mobile Phones,777.21,7
11/17/2019,California,West,Mobile Phones,32.4,5
11/17/2019,California,West,Laptops,225.568,2
11/17/2019,California,West,Laptops,36.6,3
11/10/2019,Minnesota,Central,Mobile Phones,715.64,2
11/10/2019,Minnesota,Central,Mobile Phones,795.51,3
11/10/2019,Minnesota,Central,Cameras ,549.99,1
11/10/2019,Minnesota,Central,Mobile Phones,74.76,3
11/10/2019,Minnesota,Central,Laptops,29.22,3
9/10/2018,Virginia,South,Mobile Phones,9.64,2
8/5/2019,Texas,Central,Mobile Phones,33.488,7
8/5/2019,Texas,Central,Mobile Phones,23.04,3
8/5/2019,Texas,Central,Mobile Phones,1.362,1
8/5/2019,Texas,Central,Laptops,14.76,5
9/3/2017,California,West,Laptops,239.666,2
11/1/2019,Arkansas,South,Laptops,301.96,2
4/29/2019,Pennsylvania,East,Mobile Phones,7.968,2
5/1/2016,Arkansas,South,Mobile Phones,109.92,2
5/1/2016,Arkansas,South,Mobile Phones,19.44,3
5/1/2016,Arkansas,South,Mobile Phones,11.16,2
8/5/2018,Connecticut,East,Mobile Phones,79.47,3
8/5/2018,Connecticut,East,Mobile Phones,4.56,2
8/5/2018,Connecticut,East,Laptops,1133.35,5
1/4/2016,Pennsylvania,East,Mobile Phones,4.672,1
1/4/2016,Pennsylvania,East,Mobile Phones,104.58,6
11/7/2016,Wyoming,West,Laptops,1603.136,4
6/14/2016,California,West,Laptops,1293.488,7
9/24/2016,Indiana,Central,Laptops,127.95,3
3/30/2017,Georgia,South,Mobile Phones,59.76,1
6/4/2017,Arkansas,South,Mobile Phones,108.08,7
6/4/2017,Arkansas,South,Mobile Phones,9.54,3
4/7/2019,Pennsylvania,East,Mobile Phones,11.736,3
5/21/2018,Massachusetts,East,Mobile Phones,447.86,7
5/21/2018,Massachusetts,East,Mobile Phones,17.94,3
5/21/2018,Massachusetts,East,Mobile Phones,245.88,6
9/5/2016,New York,East,Mobile Phones,192.16,4
9/18/2016,California,West,Laptops,801.568,2
9/18/2016,California,West,Mobile Phones,368.91,9
9/18/2016,California,West,Laptops,885.528,9
3/13/2016,California,West,Laptops,28.28,2
3/13/2016,California,West,Mobile Phones,4912.59,3
10/16/2018,California,West,Mobile Phones,14.352,3
10/16/2018,California,West,Cameras ,179.97,3
10/8/2017,Rhode Island,East,Mobile Phones,42.76,1
5/7/2019,Kentucky,South,Mobile Phones,45.68,2
4/14/2016,Maryland,East,Mobile Phones,25.06,2
11/21/2016,Illinois,Central,Mobile Phones,38.432,1
11/21/2016,Illinois,Central,Mobile Phones,21.568,2
11/21/2016,Illinois,Central,Cameras ,81.576,3
9/10/2017,Georgia,South,Mobile Phones,2.78,1
9/9/2017,California,West,Mobile Phones,99.87,3
11/1/2018,California,West,Mobile Phones,44.4,3
11/1/2018,California,West,Mobile Phones,21.4,5
4/3/2016,Indiana,Central,Laptops,71.12,4
4/3/2016,Indiana,Central,Cameras ,259.96,4
1/12/2017,California,West,Mobile Phones,9.78,1
11/20/2019,California,West,Mobile Phones,24.192,9
11/27/2016,New Jersey,East,Laptops,31.56,3
11/6/2017,California,West,Mobile Phones,59.94,3
11/6/2017,California,West,Mobile Phones,45.36,4
11/6/2017,California,West,Mobile Phones,26.4,5
11/6/2017,California,West,Mobile Phones,41.4,4
11/6/2017,California,West,Cameras ,16.95,1
12/2/2016,California,West,Mobile Phones,24.704,2
12/2/2016,California,West,Mobile Phones,59.7,3
12/2/2016,California,West,Laptops,14.52,3
12/2/2016,California,West,Mobile Phones,104.184,3
12/17/2016,Washington,West,Mobile Phones,46.53,3
8/24/2018,Kentucky,South,Mobile Phones,25.5,3
9/17/2019,New York,East,Mobile Phones,14.9,5
9/17/2019,New York,East,Mobile Phones,87.71,7
9/17/2019,New York,East,Laptops,199.764,2
9/17/2019,New York,East,Mobile Phones,94.6,4
9/17/2019,New York,East,Laptops,4228.704,6
9/17/2019,New York,East,Laptops,2003.92,5
9/17/2019,New York,East,Cameras ,209.97,3
9/17/2019,New York,East,Cameras ,659.9,2
9/17/2019,New York,East,Mobile Phones,110.96,2
9/17/2019,New York,East,Cameras ,67.8,4
11/26/2016,New York,East,Laptops,313.176,2
11/19/2017,Virginia,South,Mobile Phones,22.96,7
6/3/2017,Washington,West,Cameras ,1099.5,10
4/8/2018,Alabama,South,Laptops,1215.92,8
10/11/2018,Arkansas,South,Mobile Phones,7.31,1
10/11/2018,Arkansas,South,Laptops,8.92,4
7/7/2017,Pennsylvania,East,Laptops,87.21,3
7/7/2017,Pennsylvania,East,Mobile Phones,15.552,3
7/7/2017,Pennsylvania,East,Cameras ,683.988,2
7/7/2017,Pennsylvania,East,Mobile Phones,13.392,3
7/7/2017,Pennsylvania,East,Cameras ,16.776,3
7/7/2017,Pennsylvania,East,Cameras ,527.92,2
7/4/2016,Washington,West,Laptops,25.4,5
7/4/2016,Washington,West,Cameras ,177.48,3
7/4/2016,Washington,West,Cameras ,71.976,3
5/19/2017,Texas,Central,Cameras ,95.992,1
5/19/2017,Texas,Central,Mobile Phones,13.216,4
10/12/2017,California,West,Cameras ,435.84,12
10/12/2017,California,West,Mobile Phones,5.88,2
8/6/2016,California,West,Cameras ,211.168,4
8/25/2018,California,West,Laptops,6.28,1
8/25/2018,California,West,Cameras ,95.1,5
8/25/2018,California,West,Mobile Phones,25.92,4
8/25/2018,California,West,Mobile Phones,48.84,4
9/14/2019,Iowa,Central,Mobile Phones,25.9,5
3/5/2017,Mississippi,South,Mobile Phones,42.68,4
3/5/2017,Mississippi,South,Cameras ,299.97,3
3/5/2017,Mississippi,South,Mobile Phones,262.24,2
3/5/2017,Mississippi,South,Mobile Phones,234.36,6
4/15/2017,Texas,Central,Mobile Phones,20.736,4
3/30/2018,New York,East,Mobile Phones,10.5,5
11/11/2018,Pennsylvania,East,Laptops,23.968,2
11/11/2018,Pennsylvania,East,Laptops,521.96,4
3/12/2016,California,West,Mobile Phones,676.55,5
3/12/2016,California,West,Mobile Phones,154.9,5
3/12/2016,California,West,Mobile Phones,30.56,4
3/12/2016,California,West,Laptops,770.352,3
2/9/2017,California,West,Laptops,21.12,4
11/11/2018,California,West,Cameras ,575.928,9
11/11/2018,California,West,Mobile Phones,7.78,2
11/11/2018,California,West,Mobile Phones,123.92,4
8/20/2017,California,West,Mobile Phones,17.22,3
8/20/2017,California,West,Mobile Phones,226.56,6
8/20/2017,California,West,Cameras ,107.88,3
1/15/2016,New York,East,Mobile Phones,81.98,2
7/20/2018,California,West,Mobile Phones,104.85,1
7/20/2018,California,West,Mobile Phones,8.704,2
7/20/2018,California,West,Mobile Phones,19.92,4
7/20/2018,California,West,Laptops,43.02,3
2/6/2017,New York,East,Laptops,240.784,1
12/25/2019,New York,East,Mobile Phones,414.96,2
10/8/2016,North Carolina,South,Mobile Phones,387.72,5
7/13/2017,Kansas,Central,Mobile Phones,360.38,2
7/13/2017,Kansas,Central,Mobile Phones,13.56,2
4/24/2017,Arizona,West,Cameras ,552,10
9/7/2018,Oklahoma,Central,Laptops,429.9,5
9/7/2018,Oklahoma,Central,Mobile Phones,32.06,2
9/7/2018,Oklahoma,Central,Laptops,161.96,2
9/7/2018,Oklahoma,Central,Mobile Phones,19.86,2
11/21/2016,New York,East,Mobile Phones,12.96,2
9/16/2017,Pennsylvania,East,Mobile Phones,20.544,6
7/19/2016,Mississippi,South,Laptops,185.58,6
7/19/2016,Mississippi,South,Mobile Phones,77.56,2
7/19/2016,Mississippi,South,Mobile Phones,87.92,4
7/19/2016,Mississippi,South,Mobile Phones,245.94,6
7/19/2016,Mississippi,South,Mobile Phones,8.6,1
7/19/2016,Mississippi,South,Laptops,504.9,5
9/15/2017,California,West,Mobile Phones,2357.488,7
9/15/2017,California,West,Cameras ,369.544,7
9/15/2017,California,West,Laptops,184.752,3
12/11/2016,Ohio,East,Mobile Phones,64.96,5
12/11/2016,Ohio,East,Mobile Phones,13.52,2
12/11/2016,Ohio,East,Laptops,458.43,5
12/11/2016,Ohio,East,Mobile Phones,387.136,4
12/11/2016,Ohio,East,Laptops,328.59,3
12/10/2018,Idaho,West,Laptops,338.352,3
12/10/2018,Idaho,West,Mobile Phones,25.92,4
12/10/2018,Idaho,West,Mobile Phones,91.36,4
12/13/2018,Arizona,West,Laptops,87.96,3
12/13/2018,Arizona,West,Mobile Phones,5.214,2
9/21/2017,Florida,South,Mobile Phones,12.294,1
9/7/2017,California,West,Laptops,19.76,4
11/2/2019,New York,East,Laptops,109.764,2
12/11/2017,Massachusetts,East,Cameras ,128.85,3
4/1/2017,South Carolina,South,Laptops,127.95,3
12/30/2019,California,West,Mobile Phones,68.52,3
12/30/2019,California,West,Mobile Phones,74.94,3
12/30/2019,California,West,Cameras ,2548.56,6
12/30/2019,California,West,Mobile Phones,271.44,3
12/30/2019,California,West,Cameras ,287.88,3
3/10/2016,California,West,Mobile Phones,14.9,5
3/10/2016,California,West,Cameras ,4158.912,8
4/6/2018,California,West,Laptops,91.96,2
4/6/2018,California,West,Laptops,33.11,7
4/6/2018,California,West,Mobile Phones,19.44,3
4/6/2018,California,West,Mobile Phones,55.48,1
10/5/2018,Ohio,East,Mobile Phones,91.92,5
