Date,Sales
9/6/2019,46.32
1/27/2019,181.986
1/27/2019,431.976
1/27/2019,155.37
7/16/2019,1348.704
7/16/2019,700.152
4/30/2016,111.888
9/26/2018,143.952
9/8/2016,173.94
9/8/2016,14.76
4/16/2017,205.92
4/16/2017,102.833
8/16/2019,2.304
8/16/2019,1879.96
8/16/2019,313.024
8/16/2019,5.04
11/19/2017,821.88
11/19/2017,21.96
9/14/2016,25.92
8/15/2016,705.544
9/26/2019,50
10/8/2016,51.712
3/24/2019,6.992
5/31/2019,1406.86
5/31/2019,15.75
5/31/2019,323.1
12/25/2019,9.216
12/25/2019,10.368
3/17/2019,15.02
3/17/2019,33.82
12/21/2017,71
11/1/2017,25.12
11/1/2017,2665.62
9/7/2017,478.08
12/27/2017,164.388
12/27/2017,13.248
7/16/2017,2.912
8/12/2016,1399.944
7/9/2017,526.45
11/22/2018,16.23
11/22/2018,319.9
11/22/2018,11.36
11/22/2018,675.12
1/26/2018,62.82
1/26/2018,489.92
1/26/2018,19.44
1/26/2018,16.68
1/26/2018,155.35
1/26/2018,12.42
1/26/2018,187.98
11/3/2019,6.608
6/30/2017,248.57
6/30/2017,22.23
5/5/2016,5.98
5/5/2016,246.168
9/8/2016,14.136
9/8/2016,601.47
11/24/2017,79.1
11/24/2017,327.84
5/13/2017,180.96
5/13/2017,914.97
5/13/2017,587.97
5/13/2017,530.34
5/13/2017,14.94
4/23/2017,121.94
4/23/2017,122.71
6/4/2016,14.94
6/4/2016,1349.85
6/4/2016,136.784
6/4/2016,61.12
12/16/2018,1.167
3/4/2016,16.99
11/25/2018,24.672
11/25/2018,2.52
11/25/2018,1218.735
11/25/2018,5.904
11/25/2018,15.696
11/25/2018,6.096
4/28/2016,41.568
4/26/2018,230.28
4/26/2018,18.288
4/1/2017,5.78
4/1/2017,121.68
12/22/2017,4.17
12/22/2017,67.04
12/22/2017,37.32
12/22/2017,18.45
12/3/2018,25.92
10/22/2017,11199.968
10/22/2017,2399.6
10/22/2017,63.9
10/22/2017,52.99
11/13/2017,60.864
11/13/2017,652.995
11/13/2017,11.22
9/10/2019,14.94
5/15/2017,39.96
5/15/2017,42.624
5/15/2017,220.96
7/5/2019,4.928
7/5/2019,7.23
8/15/2019,323.1
6/12/2017,19.04
6/12/2017,13.128
6/12/2017,64.14
6/12/2017,858.24
2/20/2019,29.99
12/29/2016,186.048
4/17/2016,36.792
4/17/2016,18.624
9/7/2018,57.69
9/7/2018,42.81
9/7/2018,12.96
9/7/2018,821.88
9/7/2018,104.85
9/26/2016,424.9575
9/17/2017,10.776
9/17/2017,11.784
9/17/2017,164.88
9/17/2017,1292.94
9/17/2017,25.584
9/17/2017,261.74
9/17/2017,14.4
8/16/2016,10.86
12/24/2019,883.84
11/28/2017,1979.89
11/28/2017,79.96
4/14/2017,8.76
5/1/2016,3.984
5/1/2016,370.62
5/1/2016,2.742
10/1/2016,79.512
10/1/2016,28.352
8/25/2019,40.784
8/25/2019,105.96
9/9/2018,166.44
9/9/2018,785.88
9/9/2018,26.2
9/9/2018,1325.85
12/3/2017,166.44
11/27/2017,8.76
11/27/2017,43.584
6/21/2018,11.088
6/21/2018,25.164
1/21/2017,14.4
1/21/2017,619.95
1/21/2017,89.52
1/21/2017,350.973
1/21/2017,164.99
6/29/2017,312.552
9/6/2016,95.952
9/6/2016,3.204
8/4/2016,3.98
11/12/2019,15.7
6/30/2018,5.248
12/4/2017,5.346
8/28/2016,15.48
8/28/2016,108.576
1/22/2016,109.9
10/15/2018,15.384
2/7/2016,30.352
3/18/2018,821.3
3/18/2018,22638.48
3/18/2018,21.376
3/18/2018,8.016
3/18/2018,30.768
3/18/2018,18.936
3/18/2018,122.352
5/24/2018,116.28
7/11/2017,132.6
6/16/2017,16.68
6/16/2017,19.44
6/16/2017,192.16
1/30/2019,227.36
1/30/2019,1919.976
12/11/2019,12.828
10/9/2017,45.888
7/29/2017,60.12
4/25/2018,302.376
12/1/2019,13.9
12/4/2018,129.98
8/26/2017,71.98
9/7/2018,377.97
12/21/2017,124.36
12/6/2018,23.976
11/4/2018,8.376
11/4/2018,58.24
4/14/2016,81.2
10/4/2018,14.45
10/4/2018,95.648
11/7/2017,359.97
11/7/2017,350.352
12/22/2017,1.641
12/22/2017,629.958
2/13/2017,6.63
2/13/2017,799.96
2/13/2017,107.53
7/2/2018,73.98
7/2/2018,5.58
2/21/2019,49.12
11/13/2019,377.97
11/13/2019,42.28
11/13/2019,299.97
11/13/2019,89.98
4/16/2017,477.24
4/16/2017,25.98
2/25/2016,46.72
11/4/2018,35.34
6/20/2019,257.64
6/20/2019,125.976
8/7/2017,79.992
5/12/2018,700.056
11/22/2019,27.168
12/4/2019,8.226
6/8/2018,585.552
8/8/2018,423.28
5/26/2018,225.296
4/17/2019,5.56
4/17/2019,323.37
4/17/2019,783.96
4/17/2019,1447.65
4/17/2019,11.96
6/11/2016,239.97
3/11/2016,76.92
3/11/2016,481.32
5/26/2018,48.4
10/12/2017,0.99
10/12/2017,101.84
6/22/2017,10.332
6/22/2017,31.155
6/22/2017,8.928
1/15/2017,34.384
1/15/2017,1924.16
4/2/2019,32.192
4/2/2019,50.12
4/2/2019,47.976
9/3/2016,54.5
12/10/2017,19.104
11/22/2016,49.44
11/11/2017,10.368
10/21/2016,154.44
12/21/2019,60.984
7/17/2019,195.466
4/30/2017,23.68
4/30/2017,2.376
5/6/2017,59.2
11/20/2017,22
11/11/2016,257.98
11/5/2016,23.988
10/9/2016,23.976
9/21/2019,601.536
9/21/2019,7.9
12/2/2018,58.36
12/2/2018,16.464
12/2/2018,39.96
9/21/2018,25.96
9/21/2018,36.27
9/21/2018,6.48
4/12/2018,1075.088
4/12/2018,438.368
4/12/2018,18.088
4/12/2018,308.499
10/20/2017,13.36
10/20/2017,39.96
10/20/2017,145.85
10/25/2016,783.96
11/1/2019,7.88
11/3/2017,41.37
5/12/2019,12.84
5/12/2019,25.68
9/7/2019,47.516
7/25/2019,9.42
7/25/2019,12.96
7/25/2019,704.9
7/25/2019,561.568
11/16/2019,179.82
11/16/2019,185.58
11/16/2019,214.11
11/16/2019,999.96
11/16/2019,653.55
9/1/2019,114.6
9/1/2019,60.74
9/1/2019,124.36
9/1/2019,1088.76
5/5/2016,6.72
5/5/2016,298.776
12/31/2016,302.376
9/18/2017,8.928
9/18/2017,47.584
9/25/2018,33.792
9/25/2018,300.5328
9/25/2018,2.724
9/25/2018,3.264
4/23/2016,108.336
4/23/2016,55.92
4/23/2016,78.304
11/1/2018,443.92
11/1/2018,155.976
1/26/2017,15.47
1/26/2017,7.16
11/11/2017,10.89
11/11/2017,19.44
11/11/2017,121.6
6/9/2016,695.7
9/3/2019,120.33
3/14/2018,1139.92
8/31/2017,229.544
3/23/2017,143.728
5/18/2017,36.048
12/27/2016,845.488
11/17/2017,50.94
9/10/2017,762.594
4/8/2017,56.28
4/8/2017,2690.97
11/28/2016,7.434
6/2/2016,64.784
12/17/2017,28.16
3/19/2016,14.98
3/19/2016,20.32
8/20/2017,40.29
7/25/2017,20.23
8/26/2016,1603.136
8/15/2016,225.296
5/19/2017,67.8
5/19/2017,377.97
5/19/2017,1628.82
5/19/2017,286.93
8/12/2017,20.736
8/13/2017,31.44
8/13/2017,83.79
8/13/2017,59.52
8/13/2017,31.92
11/10/2016,14.72
11/10/2016,38.976
6/12/2017,17.088
3/22/2018,74.352
3/22/2018,314.352
6/15/2017,4.26
11/16/2017,811.28
12/29/2017,6.03
1/21/2016,153.568
1/21/2016,1013.488
1/15/2016,52.34
1/15/2016,4.66
1/15/2016,254.97
9/19/2016,25.44
9/19/2016,27.93
2/21/2018,8.85
11/11/2016,6.96
1/30/2016,17.456
10/18/2016,307.92
12/18/2017,6.63
12/18/2017,12.96
12/18/2017,32.4
11/2/2017,23.85
4/29/2018,51.96
4/29/2018,17.94
10/23/2017,11.56
10/23/2017,26.4
10/23/2017,69.08
10/23/2017,35.88
3/30/2018,49.65
1/4/2016,959.968
4/26/2019,408.422
9/12/2019,479.984
9/12/2019,12.6
9/11/2017,184.66
6/12/2016,23.12
6/27/2016,37.464
6/27/2016,539.658
9/26/2018,310.12
11/3/2017,8.56
11/3/2017,52.4
11/3/2017,14.94
2/19/2017,11.22
11/5/2019,387.136
6/16/2018,41.4
6/16/2018,35
6/16/2018,39.552
10/12/2019,135.72
10/12/2019,12.56
10/12/2019,263.96
8/27/2017,5.952
11/23/2016,15.8
11/23/2016,14.368
11/23/2016,70.448
1/30/2017,129.3
11/30/2019,3.882
6/28/2018,6.08
9/2/2018,19.9
9/2/2018,70.71
7/10/2017,18.84
6/4/2017,8.64
10/19/2017,1633.188
11/18/2017,19.76
8/8/2019,6.608
8/8/2019,7.28
8/8/2019,144.784
12/6/2016,156.792
12/6/2016,431.976
12/6/2016,35.89
12/6/2016,47.208
12/6/2016,248.08
12/6/2016,189.7
12/6/2016,59.808
3/25/2017,90.99
3/25/2017,1526.56
3/25/2017,368.97
11/19/2017,305.01
11/19/2017,18.7
11/4/2016,38.29
12/14/2017,26.25
12/14/2017,64.96
12/14/2017,43.7
11/12/2017,41.6
11/12/2017,23.12
11/12/2017,113.888
11/12/2017,113.568
11/12/2017,7.92
11/12/2017,671.984
8/18/2016,39.99
6/27/2017,191.646
5/4/2017,2.313
12/24/2019,19.936
12/24/2019,45.92
4/26/2017,20.34
4/26/2017,39.28
12/16/2017,81.568
12/16/2017,97.184
12/16/2017,24.32
12/16/2017,18.96
12/27/2018,32.952
12/27/2018,30.016
11/6/2017,499.584
11/6/2017,31.104
11/6/2017,13.272
11/6/2017,28.272
11/6/2017,259.136
12/16/2017,10.8
5/7/2019,244.006
5/7/2019,15.936
12/4/2017,188.552
10/3/2017,22.58
1/13/2018,545.94
6/12/2019,20.736
6/12/2019,43.296
7/12/2018,123.136
7/12/2018,11.264
12/6/2018,53.424
12/6/2018,275.49
5/25/2016,24.96
5/25/2016,19.36
5/25/2016,1267.65
2/21/2016,12.99
2/21/2016,18.56
2/21/2016,449.15
2/21/2016,31.248
10/2/2016,61.44
3/11/2017,895.92
9/9/2016,55.36
7/14/2018,55.92
6/21/2018,24.896
6/21/2018,3.984
6/21/2018,95.968
6/21/2018,206.991
6/21/2018,44.416
6/21/2018,9.006
7/5/2019,19
12/16/2017,33.376
9/8/2016,207.48
5/17/2018,91.68
10/13/2017,904.9
10/24/2018,34.272
12/5/2016,191.82
7/25/2016,243.88
4/17/2017,12.03
4/17/2017,2549.985
4/17/2017,21.594
4/17/2017,8.964
4/17/2017,20.736
9/17/2019,344.22
8/23/2016,727.296
8/23/2016,22.608
8/23/2016,666.4
11/8/2019,5.04
11/8/2019,92.94
11/8/2019,66.69
11/8/2019,91.68
11/17/2017,327.7328
11/8/2019,52.272
11/8/2019,17.94
4/22/2017,254.352
8/24/2018,8.288
12/17/2017,504.9
3/24/2016,403.168
9/21/2019,194.32
9/21/2019,25.99
11/21/2016,195.136
9/16/2017,20.736
6/11/2019,53.7
6/11/2019,36.26
6/11/2019,56.3
6/11/2019,32.4
6/11/2019,29.16
10/3/2017,171.288
5/5/2016,16.72
9/11/2017,12.96
9/11/2017,22.18
9/11/2017,2054.272
4/30/2019,1022.97
11/6/2017,13.9
11/6/2017,26.38
9/30/2018,43.176
4/2/2017,411.8
4/2/2017,360
10/6/2017,41.96
10/6/2017,227.84
10/6/2017,37.94
4/9/2016,517.9
4/9/2016,5.28
8/28/2019,2799.96
10/19/2017,8.96
10/19/2017,31.5
10/19/2017,30.56
10/19/2017,24.368
11/7/2016,119.976
3/3/2017,26.88
11/27/2019,83.97
11/27/2019,104.97
3/13/2017,90.8
3/13/2017,140.736
3/13/2017,214.95
3/13/2017,45.36
3/13/2017,288.24
11/30/2017,663.936
11/17/2018,2934.33
11/17/2018,124.41
11/17/2018,57.75
1/3/2016,114.46
10/3/2019,120.666
7/20/2018,342.864
7/20/2018,16.74
7/20/2018,981.372
5/21/2018,31.84
9/4/2017,12.96
9/4/2017,43.176
5/27/2017,58.34
5/27/2017,539.97
1/28/2018,3.928
2/9/2017,252.784
2/9/2017,127.984
2/9/2017,3.984
2/9/2017,12.992
3/31/2017,61
3/31/2017,671.93
3/3/2016,447.86
3/3/2016,479.95
3/3/2016,166.44
8/23/2019,31.68
8/23/2019,10.368
8/23/2019,12.032
8/23/2019,5.768
4/27/2017,33.12
4/27/2017,220.2656
4/14/2017,10.776
4/14/2017,242.352
12/22/2017,695.16
12/22/2017,220.98
12/8/2016,12.957
3/23/2017,25.68
7/25/2016,15.712
7/10/2017,298.464
7/17/2016,21.93
7/17/2016,242.94
7/17/2016,7.64
7/17/2016,51.84
7/17/2016,265.17
8/23/2016,837.6
8/23/2016,135.9
8/23/2016,34.68
8/23/2016,532.704
8/23/2016,43.1
8/23/2016,15.88
6/11/2019,1123.92
6/11/2019,249.584
6/11/2019,48.672
6/11/2019,60.768
6/11/2019,78.6
6/11/2019,3.768
6/11/2019,1036.624
6/11/2019,563.808
9/8/2017,258.528
10/2/2017,49.12
12/16/2018,44.46
12/16/2018,241.568
12/16/2018,395
12/16/2018,627.168
8/24/2018,13.28
8/24/2018,12.672
11/12/2017,30.56
11/12/2017,77.952
11/12/2017,67.992
11/12/2017,12.224
11/12/2017,44.784
11/12/2017,22.848
4/25/2019,206.43
12/12/2018,210.392
9/25/2017,119.96
9/25/2017,10.608
9/5/2016,347.802
2/11/2017,963.136
2/11/2017,88.776
6/30/2018,32.4
6/7/2016,32.4
12/20/2018,31.05
12/15/2019,2025.36
12/15/2019,1799.994
12/15/2019,101.988
12/15/2019,262.864
7/20/2017,735.98
8/3/2018,93.024
8/24/2019,284.364
8/24/2019,26
3/26/2016,67.64
3/26/2016,119.976
9/12/2018,5.18
9/21/2018,15.56
9/21/2018,78.35
9/21/2018,59.52
9/21/2018,38.52
9/21/2018,239.984
9/21/2018,19.35
10/29/2016,67
5/28/2016,390.272
5/28/2016,62.192
12/21/2017,23.88
3/21/2016,3.168
3/21/2016,528.43
3/21/2016,13.392
11/11/2017,181.86
9/23/2017,180.588
9/23/2017,47.984
9/10/2017,18.76
12/5/2017,20.94
12/5/2017,58.68
12/5/2017,254.9
11/9/2017,9.64
11/9/2017,826.62
11/9/2017,1633.14
11/9/2017,544.38
11/7/2018,26.046
11/7/2018,74.352
3/12/2017,69.93
10/20/2017,3.75
10/20/2017,20.928
12/27/2019,12.672
10/2/2017,65.99
6/4/2017,6.37
9/1/2018,3.648
9/1/2018,31.104
8/8/2016,23.34
7/22/2017,29.97
7/10/2019,3.366
12/1/2018,95.968
12/18/2017,18.704
5/18/2018,149.232
5/18/2018,15.936
11/10/2018,601.536
11/10/2018,10.99
11/10/2018,39.88
11/10/2018,62.24
11/10/2018,53.2
11/10/2018,39.84
1/9/2016,349.95
1/9/2016,377.928
9/22/2017,13.392
9/22/2017,11.228
12/23/2018,207.24
5/26/2016,1.504
5/26/2016,34.848
7/8/2017,75.18
5/13/2018,149.97
11/10/2017,931.176
11/10/2017,430.88
10/2/2019,94.85
10/2/2019,51.12
10/2/2019,90
10/2/2018,9.408
10/2/2018,4.672
10/2/2018,318.4
10/2/2018,12.768
10/2/2018,15.36
10/2/2018,230.376
10/2/2018,7.16
8/11/2018,375.34
9/1/2017,114.9
4/16/2017,26.046
4/16/2017,2.896
4/16/2017,32.544
4/24/2016,3.984
1/15/2016,181.797
5/2/2016,44.94
5/2/2016,45.576
11/20/2016,318.43
11/20/2016,122.92
11/20/2016,7.068
2/1/2016,56.45
3/31/2017,13.468
12/1/2017,219.8
12/1/2017,317.058
12/10/2017,49.08
12/10/2017,324.9
12/10/2017,18.24
9/17/2016,113.888
9/17/2016,105.584
12/23/2016,24.85
4/17/2017,60.312
10/27/2017,7.056
10/27/2017,27.184
7/8/2016,107.984
7/8/2016,19.296
8/9/2019,4.608
12/9/2016,79.974
12/9/2016,2.946
11/13/2016,3.136
11/14/2018,20.736
11/17/2018,99.98
11/17/2018,733.95
11/17/2018,241.44
3/4/2016,10.08
10/11/2018,281.904
10/11/2018,201.432
5/22/2018,135.98
5/22/2018,44.95
7/15/2018,2.97
7/15/2018,6.54
12/27/2019,7.92
2/9/2019,203.92
5/8/2017,3359.952
11/2/2017,18.24
11/2/2017,27.78
4/5/2018,22.96
4/5/2018,28.99
4/5/2018,12.96
4/5/2018,22.96
4/5/2018,4164.05
9/17/2018,47.984
9/17/2018,4.624
9/30/2018,15.24
9/12/2018,63.924
2/20/2017,6.56
2/20/2017,13.11
12/13/2019,494.376
12/13/2019,29.2
12/13/2019,248.85
12/13/2019,36.24
10/30/2016,11.68
12/26/2018,11.91
12/26/2018,3.48
8/15/2018,30.96
10/1/2017,1704.89
5/23/2019,19.194
5/23/2019,121.792
11/16/2017,1919.976
11/18/2018,50.997
11/18/2018,76.792
11/18/2018,539.964
11/18/2018,60.312
11/18/2018,1.944
12/30/2018,12.984
12/30/2018,217.584
12/30/2018,328.776
12/30/2018,2.286
12/30/2018,47.984
11/5/2019,25.344
9/17/2016,232.4
3/20/2016,86.45
9/27/2018,603.92
9/27/2018,81.98
12/24/2017,271.764
12/24/2017,14.376
11/10/2017,341.96
9/11/2019,181.35
9/11/2019,8.64
12/20/2018,43.512
12/20/2018,662.88
12/20/2018,25.92
7/23/2019,68.94
7/23/2019,128.82
11/11/2018,896.99
11/11/2018,1.234
11/11/2018,67.56
11/11/2018,21.72
11/11/2018,262.336
11/11/2018,148.48
11/11/2018,241.176
12/14/2017,227.976
12/14/2017,52.68
12/14/2017,2.032
8/21/2017,17.12
8/21/2017,431.968
8/21/2017,129.92
8/21/2017,568.728
8/21/2017,117.144
8/21/2017,203.52
8/21/2017,51.75
8/27/2016,122.97
8/27/2016,244.615
8/27/2016,59.97
8/27/2016,81.54
8/27/2016,11.68
8/27/2016,29
8/13/2019,50.8
11/5/2017,16.03
8/17/2016,15.712
12/26/2016,89.97
9/23/2018,435.999
9/23/2018,83.984
7/19/2018,359.98
7/19/2018,70.56
7/19/2018,20.88
7/19/2018,3.81
9/7/2017,73.008
5/6/2016,3.208
5/6/2016,26.176
6/4/2019,30.44
6/4/2019,35.28
12/13/2019,19.44
12/13/2019,37.88
7/16/2016,9.552
1/31/2018,290.666
7/9/2018,10.368
7/9/2018,14.352
11/21/2019,141.96
11/21/2019,66.048
3/25/2016,1287.45
9/23/2017,25.824
9/23/2017,160.96
12/4/2019,28.44
12/4/2019,364.41
12/4/2019,39.96
12/4/2019,361.764
11/1/2016,111.672
3/17/2017,13.776
3/17/2017,10.272
11/23/2017,24.048
8/27/2017,2.896
12/4/2019,17.94
12/4/2019,384.174
12/4/2019,1799.75
10/7/2017,580.672
10/7/2017,18.936
10/7/2017,222.384
10/7/2017,50.454
10/7/2017,154.764
3/25/2017,6.848
8/9/2018,1091.168
8/9/2018,219.168
11/22/2018,6.928
6/10/2017,40.032
7/1/2017,443.92
7/1/2017,169.99
7/1/2017,25.92
11/21/2018,36.99
11/21/2018,629.1
11/21/2018,193.95
11/21/2018,5.46
5/4/2019,22.288
5/29/2017,65.424
10/17/2019,77.88
4/23/2018,281.372
4/23/2018,281.372
4/23/2018,7.488
4/23/2018,22.336
4/30/2017,10.368
9/20/2016,65.79
9/20/2016,271.984
9/20/2016,11.76
9/20/2016,77.52
9/20/2016,48.64
9/2/2016,1.81
9/2/2016,8.26
4/27/2019,43.56
4/27/2019,5.84
9/6/2019,271.764
5/28/2016,262.24
5/28/2016,182.72
5/28/2016,131.6
5/28/2016,22.72
5/28/2016,558.4
9/24/2019,15.24
9/24/2019,1408.1
7/3/2017,32.896
7/3/2017,215.148
7/3/2017,30.96
12/8/2017,29.79
12/8/2017,128.9
12/8/2017,60.12
12/5/2017,24.816
12/5/2017,14.976
9/27/2019,15.08
9/27/2019,24.288
10/30/2017,16.192
10/30/2017,251.006
10/30/2017,54.192
11/29/2019,4.304
3/11/2018,108.92
11/19/2017,16.74
11/19/2017,2504.74
7/29/2016,84.784
6/12/2019,29.9
8/6/2016,70.88
6/11/2017,3.76
10/7/2016,27.264
9/8/2018,56.65
9/8/2018,14.97
9/8/2018,4.02
3/16/2018,471.92
3/1/2019,58.72
7/9/2019,5.16
2/20/2016,16.496
9/16/2017,71.976
9/16/2017,22.512
9/16/2017,3.444
9/16/2017,538.194
9/16/2017,47.984
11/5/2017,492.768
2/20/2019,286.79
11/25/2016,5.08
12/3/2017,47.992
9/10/2019,61.96
9/10/2019,361.96
9/10/2019,278.82
12/14/2016,133.38
4/6/2019,47.952
12/1/2016,16.74
11/12/2017,10.848
11/12/2017,18.544
3/3/2017,180.98
3/3/2017,99.98
11/27/2016,34.95
11/27/2016,152
8/31/2018,92.52
12/8/2016,8.56
12/8/2016,45.36
12/8/2016,1421.664
4/7/2018,8.96
8/27/2018,579.95
8/27/2018,29.12
8/27/2018,1202.94
10/21/2016,7.92
11/30/2016,36.192
9/5/2017,147.184
7/2/2019,408.422
7/2/2019,382.116
7/2/2019,68.6
7/2/2019,435.504
7/2/2019,11.168
9/24/2017,72
9/24/2017,655.9
9/24/2017,603.92
8/8/2016,513.024
8/8/2016,487.92
8/8/2016,15.24
9/29/2016,209.97
9/29/2016,62.94
9/29/2016,25.92
4/10/2017,10.368
4/10/2017,95.736
12/18/2016,900.08
6/20/2018,201.584
6/20/2018,3.392
6/20/2018,193.0656
6/20/2018,15.552
6/20/2018,11.648
6/20/2018,418.8
6/20/2018,509.488
9/4/2017,825.174
9/4/2017,17.76
9/4/2017,6.912
12/20/2016,66.3
8/9/2016,30.816
8/9/2016,44.784
8/9/2016,569.536
6/22/2019,796.425
4/10/2019,12.832
11/21/2016,40.46
11/21/2016,404.94
9/5/2016,116
11/24/2016,657.552
12/10/2017,599.97
12/10/2017,38.97
12/10/2017,45.84
6/24/2016,38.24
9/17/2019,87.168
5/19/2016,21.4
5/28/2016,54.9
4/18/2018,287.968
4/18/2018,13.12
4/18/2018,10.75
4/18/2018,11.62
6/17/2016,40.74
5/9/2018,83.25
5/9/2018,9.45
5/9/2018,20.65
5/9/2018,45.36
9/18/2016,5.352
9/18/2016,99.372
9/18/2016,2.672
12/23/2017,28.672
12/23/2017,29.312
10/30/2017,105.98
10/30/2017,35.06
10/30/2017,33.94
10/30/2017,30
3/29/2016,45.528
3/29/2016,844.116
3/29/2016,812.736
11/23/2017,7.476
3/23/2018,330.4
3/23/2018,604.752
12/1/2017,45.36
12/1/2017,10.128
11/7/2017,21.792
11/7/2017,439.8
9/4/2017,8.256
9/4/2017,25.56
9/4/2017,4.368
9/4/2017,11.52
7/3/2016,12.96
7/3/2016,3.96
9/7/2017,1577.94
9/9/2016,15.008
7/3/2017,59.98
7/3/2017,2395.2
7/3/2017,1687.8
7/3/2017,7.992
6/29/2017,5.184
8/7/2017,11.68
8/7/2017,104.8
3/19/2019,14.496
6/7/2016,4.784
6/7/2016,4.73
7/25/2016,7.89
7/25/2016,65.5
7/25/2016,2430.08
10/1/2017,104.85
12/10/2019,3.9
12/10/2019,801.96
12/10/2019,191.96
12/10/2019,2.61
9/3/2017,5.96
9/24/2017,1169.694
12/19/2017,1665.62
11/24/2017,2.88
11/24/2017,1443.96
12/13/2018,2.92
12/5/2016,465.18
9/11/2016,22.428
9/11/2016,37.52
12/9/2017,2.624
9/9/2018,15.552
9/9/2018,64.704
9/9/2018,17.472
9/9/2018,135.516
6/26/2017,431.928
11/17/2018,12.448
11/17/2018,657.93
8/21/2017,277.4
8/21/2017,25.16
8/21/2017,91.92
3/12/2016,29.34
9/23/2018,139.44
4/28/2018,6.912
4/28/2018,27.096
4/28/2018,177.568
11/29/2016,58.416
12/3/2019,16.448
12/3/2019,36.784
11/19/2017,718.116
11/19/2017,31.776
9/5/2016,9.555
9/4/2017,487.984
9/4/2017,5.56
9/4/2017,217.85
9/22/2016,40.776
9/22/2016,63.936
9/14/2018,142.4
9/14/2018,7.16
5/19/2017,681.408
5/19/2017,3.52
5/19/2017,5.58
5/19/2017,36.32
8/9/2018,2060.744
11/26/2017,52.272
11/26/2017,213.136
5/3/2017,69.52
5/3/2017,763.44
11/10/2016,9.216
11/10/2016,41.958
11/10/2016,89.568
11/10/2016,22.248
11/10/2016,334.88
11/10/2016,148.288
11/10/2016,4.624
11/10/2016,178.92
11/10/2016,69.888
12/20/2018,487.984
12/20/2018,47.3
12/20/2018,4.13
12/20/2018,155.12
7/25/2018,6.48
7/25/2018,15.52
11/22/2019,2.946
11/22/2019,55.104
12/9/2017,104.88
12/9/2017,34.7
12/9/2017,33.72
12/9/2017,14.94
8/31/2017,638.73
4/24/2017,113.568
9/8/2017,9.096
3/12/2019,8.688
3/12/2019,30.88
3/12/2019,6.408
7/18/2016,33.8
6/13/2016,377.97
7/3/2017,258.9
7/3/2017,24.56
12/8/2018,27.888
12/8/2018,6.456
12/8/2018,52.68
12/8/2018,13.88
12/8/2018,103.92
12/8/2018,11.52
12/8/2018,10.368
12/8/2018,39.072
4/8/2016,8.872
4/8/2016,121.104
11/6/2017,127.372
11/6/2017,47.952
12/5/2019,44.46
7/9/2019,15.8
7/9/2019,464.97
7/9/2019,181.96
7/9/2019,12.39
7/9/2019,84.09
7/9/2019,79.36
7/9/2019,153.36
7/9/2019,43.68
7/9/2019,98.21
12/13/2016,9.84
5/20/2016,2.694
6/2/2017,25.344
6/2/2017,43.92
10/30/2019,59.994
10/30/2019,439.992
10/30/2019,87.96
10/30/2019,15.488
10/15/2016,232.96
10/15/2016,66.54
10/15/2016,43.26
11/19/2019,141.96
9/13/2018,79.4
11/13/2017,163.96
12/24/2017,37.93
1/9/2016,15.168
6/13/2019,24.78
6/13/2019,19.14
6/13/2019,899.97
6/13/2019,32.4
3/18/2017,23.832
11/23/2018,6.368
11/23/2018,34.176
11/23/2018,5.544
10/15/2017,510.24
10/15/2017,204.95
4/21/2017,11.54
4/21/2017,162.6
12/8/2018,45.68
12/8/2018,603.92
5/29/2017,23.55
9/19/2016,5.04
9/19/2016,249.95
9/17/2016,33.4
12/20/2016,18.92
12/20/2016,15.42
11/22/2017,35.712
12/30/2018,551.985
4/3/2017,7.056
12/26/2016,18.72
6/5/2016,360.38
6/5/2016,11.16
6/5/2016,14.94
9/18/2019,41.96
9/18/2019,636.86
9/18/2019,499.99
9/18/2019,1259.93
9/18/2019,65.08
3/6/2017,26.38
3/6/2017,71.97
3/17/2016,129.98
3/17/2016,32.54
12/9/2016,10.9
12/9/2016,59.98
12/9/2016,61.929
1/15/2016,16.52
1/15/2016,60.12
1/15/2016,49.536
10/24/2018,11.85
9/23/2016,118.25
9/23/2016,368.97
8/27/2017,198.46
8/27/2017,321.92
8/27/2017,879.984
8/27/2017,28.4
8/27/2017,230.28
8/27/2017,116.28
8/27/2017,841.568
8/27/2017,354.9
3/3/2016,42.784
3/3/2016,563.43
2/29/2016,111.104
9/18/2019,11.68
9/18/2019,16.9
9/18/2019,24.4
5/12/2017,87.6
8/13/2016,241.96
8/13/2016,8.52
2/25/2017,1.788
3/21/2016,99.372
3/21/2016,1.344
12/8/2019,119.96
12/16/2018,1013.832
12/16/2018,1.984
12/17/2016,2003.52
5/12/2016,82.368
8/6/2018,62.91
4/11/2018,6.912
4/11/2018,383.976
4/11/2018,10.368
4/11/2018,335.944
5/3/2019,665.88
11/30/2017,71.976
2/16/2017,37.94
11/16/2018,273.96
7/9/2019,269.982
11/13/2017,8.904
11/13/2017,720.064
7/31/2017,41.424
12/26/2017,3.132
10/31/2016,1085.42
9/4/2016,3.912
9/4/2016,62.376
4/17/2016,29.05
7/5/2018,180.96
2/27/2019,4.419
2/27/2019,16.032
11/27/2019,29.79
1/27/2018,57.23
1/27/2018,333
1/27/2018,36.44
9/23/2017,251.64
11/4/2017,523.764
11/4/2017,1359.96
10/14/2016,102.592
10/14/2016,22.704
10/14/2016,93.024
10/14/2016,12.768
